OBJECTID,Join_Count,TARGET_FID,Type,County,Name,email,phone,WebSite,County_Dir,district,Address1,Address2,City,Zip,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME_1,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
,,,HealthMPowers,,Food Farm 912: Lady Bamford,,,,,,,,,,"1410 Richards St, Savannah, GA, 31415",,-81.1174097,32.0851909,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Dollar General,,,,,,,,,,"116 Warran St, Gibson, GA, 30810",,-82.5948164,33.2353835,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Dollar General,,,,,,,,,,"9632 Jones St, Sparta, GA, 31087",,-82.9762491,33.277982,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,My Store,,,,,,,,,,"2073 Pio Nono Ave, Macon, GA, 31206",,-83.6623255,32.7995117,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Family Supermarket,,,,,,,,,,"2965 Houston Ave, Macon, GA, 31206",,-83.6482676,32.8078561,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Burke County Harvest Bright Farmer's Market: Southern Bank,,,,,,,,,,"855 N Liberty St, Waynesboro, GA, 30830",,-82.0198097,33.0951286,,13,33,347944,13033,Burke,Burke County,6,H1,G4020,,12260,,A,2141836290,20758798,33.0508189,-82.0115709
,,,HealthMPowers,,Burke County Harvest Bright Farmer's Market: Early Head Start,,,,,,,,,,"518 College St, Waynesboro, GA, 30830",,-82.0261501,33.0924051,,13,33,347944,13033,Burke,Burke County,6,H1,G4020,,12260,,A,2141836290,20758798,33.0508189,-82.0115709
,,,HealthMPowers,,Kitchen Pride,,,,,,,,,,"3101 Columbus Rd, Macon, GA, 31204",,-83.6772944,32.8267251,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,ABC Food Market,,,,,,,,,,"1194 Martin Luther King JR Blvd, Macon, GA, 31201",,-83.633305,32.8255315,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Buddy's Food Mart,,,,,,,,,,"5891 Ash St, Forest Park, GA, 30297",,-84.36626,33.5934707,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Hopewell United Methodist Church,,,,,,,,,,"188 Hopewell Church Rd NW, Milledgeville, GA, 31061",,-83.2824739,33.061499,,13,9,345255,13009,Baldwin,Baldwin County,6,H1,G4020,,33300,,A,669822405,25008132,33.0595037,-83.2554522
,,,HealthMPowers,,Economic Opportunity for Savannah-Chatham County Inc. (EOA) Foster Grandparent Program: St. Matthews Episcopal Church,,,,,,,,,,"1401 Martin Luther King JR Blvd, Savannah, GA, 31415",,-81.103936,32.06375,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Easter Seals Child Development Center Guice Educare,,,,,,,,,,"1485 Woodland Avenue, Atlanta, GA, 30316",,-84.3544086,33.7142361,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Child Development Center Sylvan,,,,,,,,,,"1757 Melrose Drive, Atlanta, GA, 30310",,-84.4205902,33.7067256,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Child Development Center Mansell Court,,,,,,,,,,"80 Mansell Court East, Roswell, GA, 30076",,-84.3297997,34.0417495,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Maynard Child Development Center,,,,,,,,,,"75 Maynard Street, Winder, GA, 30680",,-83.7225563,33.9847267,,13,13,356976,13013,Barrow,Barrow County,6,H1,G4020,122,12060,,A,415375392,6640880,33.9920094,-83.7123025
,,,HealthMPowers,,Easter Seals Child Development Center Jackson,,,,,,,,,,"215 General Jackson Drive, Jefferson, GA, 30549",,-83.5658459,34.140941,,13,157,349570,13157,Jackson,Jackson County,6,H1,G4020,,,,A,879716306,8906799,34.134157,-83.5651332
,,,HealthMPowers,,Early Learning Scholars,,,,,,,,,,"3534 Clarkson Industrial Blvd., Clarkson, GA, 30021",,-84.2444463,33.818222,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Watch Me Grow (Atlanta),,,,,,,,,,"684 Georgia Avenue, Forest Park, GA, 30297",,-84.3675331,33.6198066,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Watch Me Grow Toddlerville (Stockbridge),,,,,,,,,,"131 East Atlanta Road, Stockbridge, GA, 30281",,-84.2323047,33.5484258,,13,151,1671894,13151,Henry,Henry County,6,H1,G4020,122,12060,,A,834398851,11353184,33.4528811,-84.1544404
,,,HealthMPowers,,Watch Me Grow (Fairburn),,,,,,,,,,"2261 Fairburn Road, Atlanta, GA, 30331",,-84.5114658,33.6928294,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Kangaroo Pouch,,,,,,,,,,"763 Sunhill Road, Sandersville, GA, 31082",,-82.7904503,32.979197,,13,303,348428,13303,Washington,Washington County,6,H1,G4020,,,,A,1757188479,15284497,32.9718477,-82.7981123
,,,HealthMPowers,,Love Bug Learning Center,,,,,,,,,,"1740 Stanton Road SW, Atlanta, GA, 30311",,-84.4434608,33.7076896,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Love Bug Learning Center (Greenbrier),,,,,,,,,,"3480 Greenbriar Parkway SW # 101, Atlanta, GA, 30331",,-84.5026776,33.6827935,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Kids World Learning center,,,,,,,,,,"367 Savannah Avenue, Statesboro, GA, 30458",,-81.7688968,32.4425339,,13,31,350302,13031,Bulloch,Bulloch County,6,H1,G4020,,44340,,A,1742659416,40872090,32.3934083,-81.7438099
,,,HealthMPowers,,Hancock Early Head Start,,,,,,,,,,"79 Boland Circle, Sparta, GA, 31087",,-82.9733182,33.2769362,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,Hancock Head Start/Pre-K,,,,,,,,,,"11145 Highway 15 North, Sparta, GA, 31087",,-82.9701035,33.2979556,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,Beecher Hills ES,,,,,,,,,,"2257 Bollingbrook Drive SW, Atlanta, GA, 30311",,-84.4635904,33.7355876,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Fairington ES,,,,,,,,,,"5505 Phillip Bradley Drive, Lithonia, GA, 30038",,-84.164416,33.69565,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,West Haralson ES,,,,,,,,,,"4552 Old Hwy 100, Tallapoosa, GA, 30176",,-85.291186,33.7432204,,13,143,350637,13143,Haralson,Haralson County,6,H1,G4020,122,12060,,A,730804126,2616002,33.7951649,-85.2200622
,,,HealthMPowers,,Carrollton ES,,,,,,,,,,"401 Ben Scott Blvd, Carrollton, GA, 30117",,-85.0852255,33.5621993,,13,45,326650,13045,Carroll,Carroll County,6,H1,G4020,122,12060,,A,1292642959,12284897,33.5822366,-85.0805272
,,,HealthMPowers,,Fowler ES,,,,,,,,,,"400 Fowler Drive, Athens, GA, 30601",,-83.3620059,33.9895771,,13,59,1672699,13059,Clarke,Clarke County,6,H6,G4020,,12020,,C,308738478,4741270,33.9521852,-83.3671522
,,,HealthMPowers,,Marbut ES,,,,,,,,,,"5776 Marbut Road, Lithonia, GA, 30058",,-84.1523043,33.7305948,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,The Kindezi School at Old Fourth Ward,,,,,,,,,,"386 Pine Street NE, Atlanta, GA, 30308",,-84.3748223,33.7682344,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Elite Scholars MS,,,,,,,,,,"7923 Fielder Road, Jonesboro, GA, 30236",,-84.3256901,33.5396755,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Elite Scholars HS,,,,,,,,,,"7923 Fielder Road, Jonesboro, GA, 30236",,-84.3256901,33.5396755,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,COPE:  Beach High School,,,,,,,,,,"3001 Hopkins St, Savannah, GA, 31405",,-81.115891,32.0547935,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Coretta Scott King Young Women's Leadership Academy,,,,,,,,,,"1190 Northwest Dr NW, Atlanta, GA, 30318",,-84.4828304,33.790332,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Sandersville IGA,,,,,,,,,,"648 S Harris Street, Sandersville, GA, 31082",,-82.8104501,32.9718149,,13,303,348428,13303,Washington,Washington County,6,H1,G4020,,,,A,1757188479,15284497,32.9718477,-82.7981123
,,,HealthMPowers,,Bells Ferry Learning Center,,,,,,,,,,"6761 Hwy 92, Woodstock, GA, 30189",,-84.5756474,34.0886943,,13,57,1685718,13057,Cherokee,Cherokee County,6,H1,G4020,122,12060,,A,1092141193,32963099,34.2443166,-84.4750574
,,,HealthMPowers,,Rex Child Care and Early Learning Center,,,,,,,,,,"6359 Hwy 42, Rex, GA, 30273",,-84.2898011,33.5790528,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Nisha French FCCLH,,,,,,,,,,"2824 Silver Queen Road, Ellenwood, GA, 30294",,-84.2980044,33.5947068,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,"CSRA Economic Opportunity Authority, Inc.",,,,,,,,,,"1261 Greene Street, Augusta, GA, 30903",,-81.9760238,33.4769443,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Augusta Parks & Recreation Department,,,,,,,,,,"2027 Lumpkin Road, Augusta, GA, 30916",,-82.02019,33.4193179,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Icebox Urban Farm,,,,,,,,,,"1736 Fenwick Street, Augusta, GA, 30904",,-81.9955135,33.4779241,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Richmond County Health Department Teaching Gardens,,,,,,,,,,"950 Laney Walker Blvd, Augusta, GA, 30901",,-81.9754366,33.4645413,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,The Incubator Gardens at the Clubhouse,,,,,,,,,,"540 Telfair Street, Augusta, GA, 30901",,-81.9623885,33.4699701,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,The Master's Table Teaching Gardens,,,,,,,,,,"702 Fenwick Street, Augusta, GA, 30901",,-81.9670333,33.4685754,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,The Blueberries for Ms. Willie Initiative (Harrisburg community),,,,,,,,,,"109 Eve Street, Augusta, GA, 30904",,-81.9951429,33.4871193,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Bill Miller Commuity Center,,,,,,,,,,"312 Vick Street, Albany, GA, 31705",,-84.13152,31.549985,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Carver Sports Complex,,,,,,,,,,"1021 S. Mckinley Street, Albany, GA, 31701",,-84.1665855,31.5647932,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Boys & Girls Club,,,,,,,,,,"1309 North Jefferson, Albany, GA, 31701",,-84.1568273,31.5946139,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Girls Inc,,,,,,,,,,"701 Park Place, Albany, GA, 31701",,-84.1599801,31.5863837,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Clayton County Board of Health,,,,,,,,,,"1117 Battlecreek Road, Jonesboro, GA, 30236",,-84.354173,33.5526658,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,Kinship Care,,,,,,,,,,"849 Battlecreek Road, Jonesboro, GA, 30236",,-84.36449,33.554024,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,"Robin Builders, Inc",,,,,,,,,,"552 S. State Street, Lyons, GA, 30436",,-82.3246791,32.1933609,,13,279,345220,13279,Toombs,Toombs County,6,H1,G4020,,47080,,A,942770655,18093842,32.1266975,-82.3320708
,,,DPH,,Savannah Luggage Works,,,,,,,,,,"3428 Hwy 297, Vidalia, GA, 30474",,-82.4075577,32.2761158,,13,279,345220,13279,Toombs,Toombs County,6,H1,G4020,,47080,,A,942770655,18093842,32.1266975,-82.3320708
,,,DPH,,Thai Union Chicken of the Sea Canning & US Pet Co.,,,,,,,,,,"129 North Commerce Drive, Lyons, GA, 30436",,-82.3294938,32.2410114,,13,279,345220,13279,Toombs,Toombs County,6,H1,G4020,,47080,,A,942770655,18093842,32.1266975,-82.3320708
,,,DPH,,"Sunset Farm Foods, Inc",,,,,,,,,,"1201 Madison Hwy, Valdosta, GA, 31601",,-83.2751017,30.8162722,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,DPH,,CJB Industries Inc,,,,,,,,,,"PO Box 1362, Valdosta, GA, 31603",,-83.31575,30.68814,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,DPH,,Langdale Forest Products,,,,,,,,,,"1202 Madison Hwy, Valdosta, GA, 31601",,-83.2762303,30.8164647,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,DPH,,Telamon Corporation,,,,,,,,,,"111 Oliver Lane, Glennville, GA, 30427",,-81.9317849,31.9262583,,13,267,347445,13267,Tattnall,Tattnall County,6,H1,G4020,,,,A,1241559207,23258329,32.0437683,-82.0592081
,,,DPH,,Heritage Gardens of Tattnall,,,,,,,,,,"146 West Brazell Street, Reidsville, GA, 30453",,-82.121804,32.0843482,,13,267,347445,13267,Tattnall,Tattnall County,6,H1,G4020,,,,A,1241559207,23258329,32.0437683,-82.0592081
,,,DPH,,Tattnall County Cooperative Extension,,,,,,,,,,"200 A. South Main Street, Reidsville, GA, 30453",,-82.1130853,32.0814421,,13,267,347445,13267,Tattnall,Tattnall County,6,H1,G4020,,,,A,1241559207,23258329,32.0437683,-82.0592081
,,,DPH,,Tattnall County Library,,,,,,,,,,"129 Tattnall Street, Reidsville, GA, 30453",,-82.1207784,32.0829342,,13,267,347445,13267,Tattnall,Tattnall County,6,H1,G4020,,,,A,1241559207,23258329,32.0437683,-82.0592081
,,,DPH,,Concerted Services,,,,,,,,,,"2100 Riverside Avenue, Waycross, GA, 31501",,-82.3530059,31.2381043,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Waycross Middle School,,,,,,,,,,"700 Central Avenue, Waycross, GA, 31501",,-82.340378,31.2136321,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Ware County Middle School,,,,,,,,,,"2301 Cherokee Street, Waycross, GA, 31503",,-82.3946609,31.2338453,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Childer's Family YMCA,,,,,,,,,,"1634 Plant Avenue, Waycross, GA, 31501",,-82.3454433,31.2211234,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Enmarket,,,,,,,,,,"2112 Rankin Street, Savannah, GA, 31415",,-81.1214175,32.0951138,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,DPH,,"Coastal Georgia Area Community Action Authority, Inc.",,,,,,,,,,"1 Community Action Drive, Brunswick, GA, 31520",,-81.4787345,31.1821101,,13,127,1671513,13127,Glynn,Glynn County,6,H1,G4020,,15260,,A,1087271166,428514078,31.2127465,-81.4965167
,,,DPH,,Alfred E. Beach High School,,,,,,,,,,"3001 Hopkins Street, Savannah, GA, 31405",,-81.115891,32.0547935,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,DPH,,Robert W. Groves High School,,,,,,,,,,"100 Wheathill Road, Savannah, GA, 31408",,-81.1566727,32.1073449,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,DPH,,Next to Dublin City Hall and Market on Madison,,,,,,,,,,"100 South Church Street, at corner of Church and Madison Street, Dublin, GA, 31021",,-82.9084616,32.5384131,,13,175,346568,13175,Laurens,Laurens County,6,H1,G4020,,20140,,A,2090902617,28925882,32.3932197,-82.9263171
,,,DPH,,Community Garden enhancement on the school site,,,,,,,,,,"911 Martin Luther King Jr. Drive, Dublin, GA, 31021",,-82.9025557,32.5254,,13,175,346568,13175,Laurens,Laurens County,6,H1,G4020,,20140,,A,2090902617,28925882,32.3932197,-82.9263171
,,,DPH,,Jackson Heights Community Center,,,,,,,,,,"1100 Jordan, Albany, GA, 31705",,-84.1180115,31.5874919,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Thornton Community Center,,,,,,,,,,"210 Thornton, Albany, GA, 31705",,-84.1056587,31.5724087,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Bayvale Elementary School,,,,,,,,,,"3309 Milledgeville Road, Augusta, GA, 30909",,-82.0532276,33.4490821,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Storehouse Pantry,,,,,,,,,,"3126 Parrish Road, Augusta, GA, 30907",,-82.0581644,33.5172526,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,DPH,,Empty Lot,,,,,,,,,,"3819 Gillionville Road, Albany, GA, 31701",,-84.2497419,31.5865923,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Empty Lot,,,,,,,,,,"2421 Harvey Road, Albany, GA, 31701",,-84.165721,31.535604,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,Empty Lot,,,,,,,,,,"400 Plum Street, Albany, GA, 31705",,-84.1404836,31.5809165,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,FEMA Parcel,,,,,,,,,,"1200 Martin Luther King Drive, Albany, GA, 31701",,-84.154362,31.562166,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,DPH,,OFS Optics,,,,,,,,,,"10 Brightwave Blvd., Carrollton, GA, 30117",,-85.107561,33.611981,,13,45,326650,13045,Carroll,Carroll County,6,H1,G4020,122,12060,,A,1292642959,12284897,33.5822366,-85.0805272
,,,DPH,,APCO,,,,,,,,,,"388 Grant Street SE, Atlanta, GA, 30312",,-84.3760391,33.743909,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,DPH,,APCO,,,,,,,,,,"388 Grant Street SE, Atlanta, GA, 30312",,-84.3760391,33.743909,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,DPH,,Clayton County Head Start,,,,,,,,,,"667 South Avenue, Forest Park, GA, 30297",,-84.368375,33.6147249,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,Center Elementary School (Heritage Gardens of Waycross,,,,,,,,,,"2114 Dorothy Street, Waycross, GA, 31501",,-82.3555784,31.237112,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Clayton County Board of Health,,,,,,,,,,"685 Forest Parkway, Forest Park, GA, 30297",,-84.3676358,33.6206173,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,Paradise Community Development Corporation,,,,,,,,,,"4234 Hendrix Drive, Forest Park, GA, 30297",,-84.371414,33.6386521,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,DPH,,Montgomery County Government,,,,,,,,,,"310 West Broad Street, Mount Vernon, GA, 30445",,-82.5977491,32.1758975,,13,209,352276,13209,Montgomery,Montgomery County,6,H1,G4020,,47080,,A,620370722,13383037,32.1721081,-82.5333487
,,,DPH,,Gateway Behavioral Health Services (GBHS- Brunswick location),,,,,,,,,,"600 Coastal Village Drive, Brunswick, GA, 31520",,-81.4961798,31.220863,,13,127,1671513,13127,Glynn,Glynn County,6,H1,G4020,,15260,,A,1087271166,428514078,31.2127465,-81.4965167
,,,DPH,,Gateway Behavioral Health Services (GBHS- Savannah location),,,,,,,,,,"6 Mall Court, Savannah, GA, 31406",,-81.1058374,32.0017782,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,DPH,,Piedmont Hospital Cafeteria,,,,,,,,,,"1968 Peachtree Road NW, Atlanta, GA, 30309",,-84.3954813,33.8091038,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,DPH,,WayGreen Local Fare Market,,,,,,,,,,"1460 North Augusta Avenue, Waycross, GA, 31503",,-82.3845072,31.2339298,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
,,,DPH,,Destination Church,,,,,,,,,,"301 Bruunell Street, Waycross, GA, 31503",,-82.3570615,31.2085633,,13,299,357722,13299,Ware,Ware County,6,H1,G4020,,48180,,A,2311481496,40196570,31.050881,-82.4215072
